Date,Close
2017-11-17,12.78
2017-11-20,12.85
2017-11-21,12.93
2017-11-22,13.23
2017-11-23,13.07
2017-11-24,13.08
2017-11-27,13.1
2017-11-28,12.95
2017-11-29,12.92
2017-11-30,12.91
2017-12-01,12.92
2017-12-04,12.92
2017-12-05,13.17
2017-12-06,12.96
2017-12-07,12.96
2017-12-08,12.92
2017-12-11,12.97
2017-12-12,12.75
2017-12-13,12.75
2017-12-14,12.69
2017-12-15,12.63
2017-12-18,12.65
2017-12-19,12.75
2017-12-20,12.71
2017-12-21,12.7
2017-12-22,12.62
2017-12-25,12.6
2017-12-26,12.64
2017-12-27,12.62
2017-12-28,12.54
2017-12-29,12.59
2018-01-02,12.73
2018-01-03,12.67
2018-01-04,12.66
2018-01-05,12.69
2018-01-08,12.68
2018-01-09,12.71
2018-01-10,13.02
2018-01-11,12.94
2018-01-12,12.9
2018-01-15,13.02
2018-01-16,12.9
2018-01-17,13.11
2018-01-18,13.24
2018-01-19,13.25
2018-01-22,12.78
2018-01-23,12.9
2018-01-24,13.6
2018-01-25,13.66
2018-01-26,13.43
2018-01-29,13.46
2018-01-30,13.1
2018-01-31,13.17
2018-02-01,13.31
2018-02-02,13.14
2018-02-05,13.48
2018-02-06,13.48
2018-02-07,13.45
2018-02-08,13.1
2018-02-09,12.78
2018-02-12,12.5
2018-02-13,12.51
2018-02-14,12.46
2018-02-22,12.62
2018-02-23,12.72
2018-02-26,12.73
2018-02-27,12.68
2018-02-28,12.45
2018-03-01,12.46
2018-03-02,12.41
2018-03-05,12.41
2018-03-06,12.49
2018-03-07,12.49
2018-03-08,12.47
2018-03-09,12.48
2018-03-12,12.51
2018-03-13,12.49
2018-03-14,12.39
2018-03-15,12.38
2018-03-16,12.31
2018-03-19,12.3
2018-03-20,12.3
2018-03-21,12.3
2018-03-22,12.26
2018-03-23,11.7
2018-03-26,11.62
2018-03-27,11.62
2018-03-28,11.57
2018-03-29,11.62
2018-03-30,11.65
2018-04-02,11.72
2018-04-03,11.56
2018-04-04,11.54
2018-04-09,11.5
2018-04-10,11.76
2018-04-11,11.92
2018-04-12,11.78
2018-04-13,11.69
2018-04-16,11.54
2018-04-17,11.56
2018-04-18,11.72
2018-04-19,11.78
2018-04-20,11.61
2018-04-23,11.6
2018-04-24,11.78
2018-04-25,11.66
2018-04-26,11.55
2018-04-27,11.61
2018-05-02,11.05
2018-05-03,10.92
2018-05-04,10.82
2018-05-07,10.85
2018-05-08,10.95
2018-05-09,10.93
2018-05-10,10.96
2018-05-11,10.95
2018-05-14,10.99
2018-05-15,11.0
2018-05-16,10.86
2018-05-17,10.84
2018-05-18,10.89
2018-05-21,10.94
2018-05-22,10.88
2018-05-23,10.8
2018-05-24,10.8
2018-05-25,10.7
2018-05-28,10.74
2018-05-29,10.63
2018-05-30,10.42
2018-05-31,10.6
2018-06-01,10.68
2018-06-04,10.74
2018-06-05,10.67
2018-06-06,10.54
2018-06-07,10.61
2018-06-08,10.41
2018-06-11,10.41
2018-06-12,10.34
2018-06-13,10.22
2018-06-14,10.21
2018-06-15,10.29
2018-06-19,9.93
2018-06-20,9.89
2018-06-21,9.8
2018-06-22,9.75
2018-06-25,9.56
2018-06-26,9.48
2018-06-27,9.36
2018-06-28,9.49
2018-06-29,9.57
2018-07-02,9.28
2018-07-03,9.35
2018-07-04,9.32
2018-07-05,9.24
2018-07-06,9.37
2018-07-09,9.6
2018-07-10,9.57
2018-07-11,9.38
2018-07-12,9.57
2018-07-13,9.49
2018-07-16,9.4
2018-07-17,9.44
2018-07-18,9.52
2018-07-19,9.57
2018-07-20,9.87
2018-07-23,9.96
2018-07-24,10.02
2018-07-25,10.03
2018-07-26,9.97
2018-07-27,10.0
2018-07-30,10.14
2018-07-31,10.17
2018-08-01,9.91
2018-08-02,9.75
2018-08-03,9.83
2018-08-06,9.91
2018-08-07,10.11
2018-08-08,10.07
2018-08-09,10.14
2018-08-10,10.06
2018-08-13,9.98
2018-08-14,10.06
2018-08-15,9.91
2018-08-16,10.06
2018-08-17,9.97
2018-08-20,10.15
2018-08-21,10.12
2018-08-22,10.09
2018-08-23,10.07
2018-08-24,10.3
2018-08-27,10.33
2018-08-28,10.3
2018-08-29,10.32
2018-08-30,10.17
2018-08-31,10.33
2018-09-03,10.24
2018-09-04,10.37
2018-09-05,10.12
2018-09-06,10.14
2018-09-07,10.19
2018-09-10,10.18
2018-09-11,10.02
2018-09-12,10.04
2018-09-13,10.29
2018-09-14,10.26
2018-09-17,10.15
2018-09-18,10.26
2018-09-19,10.24
2018-09-20,10.22
2018-09-21,10.49
2018-09-25,10.35
2018-09-26,10.41
2018-09-27,10.48
2018-09-28,10.62
2018-10-08,10.16
2018-10-09,10.15
2018-10-10,10.17
2018-10-11,9.8
2018-10-12,10.03
2018-10-15,10.03
2018-10-16,10.05
2018-10-17,10.29
2018-10-18,10.19
2018-10-19,10.38
2018-10-22,10.62
2018-10-23,10.45
2018-10-24,10.74
2018-10-25,10.84
2018-10-26,10.92
2018-10-29,10.79
2018-10-30,10.95
2018-10-31,10.98
2018-11-01,10.89
2018-11-02,11.18
2018-11-05,11.14
2018-11-06,11.03
2018-11-07,10.9
2018-11-08,11.06
2018-11-09,10.75
2018-11-12,10.8
2018-11-13,10.82
2018-11-14,10.7
2018-11-15,10.77
2018-11-16,10.76
2018-11-19,10.88
2018-11-20,10.69
2018-11-21,10.66
2018-11-22,10.64
2018-11-23,10.5
2018-11-26,10.5
2018-11-27,10.49
2018-11-28,10.58
2018-11-29,10.63
2018-11-30,10.71
2018-12-03,11.02
2018-12-04,11.08
2018-12-05,11.0
2018-12-06,10.9
2018-12-07,10.89
2018-12-10,10.83
2018-12-11,10.72
2018-12-12,10.73
2018-12-13,10.8
2018-12-14,10.62
2018-12-17,10.78
2018-12-18,10.57
2018-12-19,10.54
2018-12-20,10.25
2018-12-21,10.07
2018-12-24,9.91
2018-12-25,9.79
2018-12-26,9.67
2018-12-27,9.66
2018-12-28,9.8
2019-01-02,9.7
2019-01-03,9.81
2019-01-04,9.96
2019-01-07,9.98
2019-01-08,9.96
2019-01-09,9.99
2019-01-10,9.96
2019-01-11,10.05
2019-01-14,10.06
2019-01-15,10.11
2019-01-16,10.13
2019-01-17,10.17
2019-01-18,10.43
2019-01-21,10.35
2019-01-22,10.25
2019-01-23,10.27
2019-01-24,10.38
2019-01-25,10.5
2019-01-28,10.42
2019-01-29,10.58
2019-01-30,10.5
2019-01-31,10.73
2019-02-01,10.77
2019-02-11,10.7
2019-02-12,10.72
2019-02-13,10.86
2019-02-14,10.82
2019-02-15,10.66
2019-02-18,10.84
2019-02-19,10.8
2019-02-20,10.83
2019-02-21,10.79
2019-02-22,11.01
2019-02-25,11.92
2019-02-26,11.65
2019-02-27,11.83
2019-02-28,11.74
2019-03-01,12.02
